               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  14,            0.064215,            0.071793,            0.010917,             0.68081,             0.25599,             0.29237,             0.13997,            0.059857,            0.042882,            0.009229,           0.0085805,           0.0085805,           0.0085805
                  15,            0.063111,            0.070609,            0.010401,             0.59533,              0.3209,             0.29101,             0.13673,            0.058147,            0.042386,           0.0090663,           0.0083684,           0.0083684,           0.0083684
                  16,            0.062085,            0.073783,            0.010113,             0.61387,             0.30987,             0.29998,             0.14498,            0.056146,            0.042858,           0.0088059,            0.008145,            0.008145,            0.008145
                  17,            0.061309,            0.066328,            0.010324,             0.60886,             0.32086,             0.29816,             0.14596,            0.058692,            0.042546,           0.0084609,           0.0079112,           0.0079112,           0.0079112
                  18,            0.061348,            0.066673,           0.0093198,             0.65471,             0.29602,             0.29874,             0.15316,            0.056638,            0.042408,           0.0084283,           0.0076679,           0.0076679,           0.0076679
                  19,            0.061478,            0.066741,           0.0094987,             0.66572,             0.31252,             0.31055,             0.15659,            0.055284,            0.042066,           0.0083352,            0.007416,            0.007416,            0.007416
                  20,            0.059305,            0.069145,           0.0094536,             0.65405,             0.31758,             0.30689,             0.15904,            0.054816,            0.041786,           0.0080762,           0.0071566,           0.0071566,           0.0071566
                  21,            0.059139,            0.065154,            0.009288,             0.70455,             0.28952,              0.3205,             0.16531,             0.05585,            0.041754,           0.0078756,           0.0068906,           0.0068906,           0.0068906
                  22,              0.0575,            0.063838,           0.0092517,             0.63855,             0.33906,              0.3253,             0.17341,             0.05462,            0.041774,           0.0077358,           0.0066191,           0.0066191,           0.0066191
                  23,            0.058146,            0.068639,           0.0086162,             0.63711,             0.36882,             0.32932,             0.18216,            0.052106,            0.040748,           0.0074682,           0.0063432,           0.0063432,           0.0063432
                  24,            0.057123,            0.064537,           0.0082371,             0.64391,             0.36064,             0.33187,             0.17547,            0.052777,             0.04092,           0.0073742,            0.006064,            0.006064,            0.006064
                  25,            0.055556,            0.062414,           0.0082709,             0.65665,             0.35714,             0.33617,             0.18618,            0.051488,            0.040758,           0.0072924,           0.0057826,           0.0057826,           0.0057826
                  26,            0.055175,            0.064879,            0.008589,             0.64514,             0.37826,             0.33952,             0.18319,            0.051475,             0.04057,           0.0071844,              0.0055,              0.0055,              0.0055
                  27,             0.05522,            0.063837,            0.007788,             0.66595,              0.3499,             0.34159,             0.18958,            0.051613,            0.040435,           0.0069884,           0.0052174,           0.0052174,           0.0052174
                  28,             0.05546,            0.070261,           0.0083851,             0.67789,             0.37768,             0.34555,              0.1914,            0.050928,            0.040142,           0.0069736,            0.004936,            0.004936,            0.004936
                  29,            0.054708,            0.065756,           0.0082794,             0.69747,             0.37934,             0.34817,             0.19798,            0.050256,            0.039937,           0.0068004,           0.0046568,           0.0046568,           0.0046568
                  30,            0.054245,            0.064354,           0.0081645,             0.70505,             0.37913,             0.35716,             0.20282,             0.05157,            0.039716,           0.0066795,           0.0043809,           0.0043809,           0.0043809
                  31,            0.053297,            0.062101,           0.0075144,              0.6765,             0.39282,             0.35925,             0.20788,            0.050055,            0.039697,           0.0065645,           0.0041094,           0.0041094,           0.0041094
                  32,            0.053429,            0.070889,           0.0075584,             0.70211,             0.37618,             0.35184,             0.20281,            0.049247,            0.039247,           0.0064934,           0.0038434,           0.0038434,           0.0038434
                  33,            0.052243,            0.062647,            0.007877,             0.72813,             0.35793,             0.35853,             0.21041,            0.049091,            0.039028,           0.0063648,            0.003584,            0.003584,            0.003584
                  34,            0.052629,             0.06534,           0.0075469,             0.72669,             0.36296,             0.36566,             0.21177,            0.049116,            0.039085,           0.0063906,           0.0033321,           0.0033321,           0.0033321
                  35,            0.052516,            0.063283,           0.0073036,             0.71759,             0.36085,             0.37364,             0.22422,            0.048472,            0.038733,           0.0061557,           0.0030888,           0.0030888,           0.0030888
                  36,            0.050936,            0.067403,            0.007527,             0.76691,             0.35116,              0.3822,             0.22448,            0.048604,            0.038721,           0.0060786,            0.002855,            0.002855,            0.002855
                  37,             0.05198,             0.05739,           0.0074507,             0.75881,              0.3582,              0.3894,             0.22974,            0.048285,             0.03841,           0.0060755,           0.0026316,           0.0026316,           0.0026316
                  38,            0.051107,            0.065786,           0.0068959,             0.75028,             0.37059,             0.39563,             0.23749,            0.048084,            0.038218,           0.0059772,           0.0024195,           0.0024195,           0.0024195
                  39,            0.051199,            0.064258,           0.0073158,             0.78141,              0.3569,             0.40237,             0.24361,            0.048008,            0.038179,           0.0058734,           0.0022196,           0.0022196,           0.0022196
                  40,            0.051263,            0.064283,           0.0071394,             0.71468,             0.39607,             0.39798,             0.23991,             0.04798,            0.038136,           0.0058542,           0.0020327,           0.0020327,           0.0020327
                  41,            0.051631,            0.063154,           0.0068741,             0.72758,             0.38961,             0.40153,              0.2397,            0.047843,            0.038183,           0.0058114,           0.0018594,           0.0018594,           0.0018594
                  42,            0.051465,            0.067551,           0.0075587,             0.75917,             0.37337,             0.40257,             0.24023,            0.047677,            0.038083,           0.0057637,           0.0017005,           0.0017005,           0.0017005
                  43,             0.04998,            0.062298,           0.0065266,             0.76948,              0.3669,             0.40221,             0.24755,            0.047498,             0.03792,           0.0056787,           0.0015566,           0.0015566,           0.0015566
                  44,            0.050623,            0.062956,           0.0064033,             0.75627,             0.38761,             0.41149,             0.25416,            0.047412,            0.037918,           0.0056096,           0.0014283,           0.0014283,           0.0014283
                  45,            0.050292,            0.059389,           0.0067656,             0.78653,             0.37344,             0.41856,              0.2596,            0.047217,            0.037752,           0.0056149,            0.001316,            0.001316,            0.001316
                  46,            0.050486,            0.061054,           0.0072417,             0.78251,             0.36863,             0.41689,             0.25794,             0.04712,            0.037665,           0.0055764,           0.0012202,           0.0012202,           0.0012202
                  47,             0.04988,            0.058901,           0.0071522,             0.75386,             0.38175,             0.41269,             0.25812,            0.047151,             0.03754,           0.0055473,           0.0011414,           0.0011414,           0.0011414
                  48,            0.049598,            0.061815,           0.0065953,             0.82751,              0.3432,              0.4169,             0.25657,            0.046948,            0.037454,           0.0054221,           0.0010797,           0.0010797,           0.0010797
                  49,            0.050215,            0.063198,           0.0067831,             0.78298,             0.37097,             0.41813,             0.25936,            0.047021,            0.037437,           0.0054662,           0.0010355,           0.0010355,           0.0010355
